tenant,base_url,career_path,full_url,is_career_page
integrations.avature.net,https://integrations.avature.net,/careers,https://integrations.avature.net/careers,True
integrations.avature.net,https://integrations.avature.net,/jobs,https://integrations.avature.net/jobs,True
integrations.avature.net,https://integrations.avature.net,/talent,https://integrations.avature.net/talent,True
integrations.avature.net,https://integrations.avature.net,/recruiting,https://integrations.avature.net/recruiting,True
integrations.avature.net,https://integrations.avature.net,/talentcommunity,https://integrations.avature.net/talentcommunity,True
smtp1.avature.net,https://smtp1.avature.net,/careers,https://smtp1.avature.net/careers,True
smtp1.avature.net,https://smtp1.avature.net,/jobs,https://smtp1.avature.net/jobs,True
smtp1.avature.net,https://smtp1.avature.net,/talent,https://smtp1.avature.net/talent,True
smtp1.avature.net,https://smtp1.avature.net,/recruiting,https://smtp1.avature.net/recruiting,True
smtp1.avature.net,https://smtp1.avature.net,/talentcommunity,https://smtp1.avature.net/talentcommunity,True
mobiletrust2.avature.net,https://mobiletrust2.avature.net,/careers,https://mobiletrust2.avature.net/careers,True
mobiletrust2.avature.net,https://mobiletrust2.avature.net,/jobs,https://mobiletrust2.avature.net/jobs,True
mobiletrust2.avature.net,https://mobiletrust2.avature.net,/talent,https://mobiletrust2.avature.net/talent,True
mobiletrust2.avature.net,https://mobiletrust2.avature.net,/recruiting,https://mobiletrust2.avature.net/recruiting,True
mobiletrust2.avature.net,https://mobiletrust2.avature.net,/talentcommunity,https://mobiletrust2.avature.net/talentcommunity,True
chcm2-clientcertificate-qasiemens.avature.net,https://chcm2-clientcertificate-qasiemens.avature.net,/careers,https://chcm2-clientcertificate-qasiemens.avature.net/careers,True
chcm2-clientcertificate-qasiemens.avature.net,https://chcm2-clientcertificate-qasiemens.avature.net,/jobs,https://chcm2-clientcertificate-qasiemens.avature.net/jobs,True
chcm2-clientcertificate-qasiemens.avature.net,https://chcm2-clientcertificate-qasiemens.avature.net,/talent,https://chcm2-clientcertificate-qasiemens.avature.net/talent,True
chcm2-clientcertificate-qasiemens.avature.net,https://chcm2-clientcertificate-qasiemens.avature.net,/recruiting,https://chcm2-clientcertificate-qasiemens.avature.net/recruiting,True
chcm2-clientcertificate-qasiemens.avature.net,https://chcm2-clientcertificate-qasiemens.avature.net,/talentcommunity,https://chcm2-clientcertificate-qasiemens.avature.net/talentcommunity,True
sandboxnuffield-clientcertificate.avature.net,https://sandboxnuffield-clientcertificate.avature.net,/careers,https://sandboxnuffield-clientcertificate.avature.net/careers,True
sandboxnuffield-clientcertificate.avature.net,https://sandboxnuffield-clientcertificate.avature.net,/jobs,https://sandboxnuffield-clientcertificate.avature.net/jobs,True
sandboxnuffield-clientcertificate.avature.net,https://sandboxnuffield-clientcertificate.avature.net,/talent,https://sandboxnuffield-clientcertificate.avature.net/talent,True
sandboxnuffield-clientcertificate.avature.net,https://sandboxnuffield-clientcertificate.avature.net,/recruiting,https://sandboxnuffield-clientcertificate.avature.net/recruiting,True
sandboxnuffield-clientcertificate.avature.net,https://sandboxnuffield-clientcertificate.avature.net,/talentcommunity,https://sandboxnuffield-clientcertificate.avature.net/talentcommunity,True
chcm2-clientcertificate-siemens.avature.net,https://chcm2-clientcertificate-siemens.avature.net,/careers,https://chcm2-clientcertificate-siemens.avature.net/careers,True
chcm2-clientcertificate-siemens.avature.net,https://chcm2-clientcertificate-siemens.avature.net,/jobs,https://chcm2-clientcertificate-siemens.avature.net/jobs,True
chcm2-clientcertificate-siemens.avature.net,https://chcm2-clientcertificate-siemens.avature.net,/talent,https://chcm2-clientcertificate-siemens.avature.net/talent,True
chcm2-clientcertificate-siemens.avature.net,https://chcm2-clientcertificate-siemens.avature.net,/recruiting,https://chcm2-clientcertificate-siemens.avature.net/recruiting,True
chcm2-clientcertificate-siemens.avature.net,https://chcm2-clientcertificate-siemens.avature.net,/talentcommunity,https://chcm2-clientcertificate-siemens.avature.net/talentcommunity,True
sandboxtesco.avature.net,https://sandboxtesco.avature.net,/careers,https://sandboxtesco.avature.net/careers,True
sandboxtesco.avature.net,https://sandboxtesco.avature.net,/jobs,https://sandboxtesco.avature.net/jobs,True
sandboxtesco.avature.net,https://sandboxtesco.avature.net,/talent,https://sandboxtesco.avature.net/talent,True
sandboxtesco.avature.net,https://sandboxtesco.avature.net,/recruiting,https://sandboxtesco.avature.net/recruiting,True
sandboxtesco.avature.net,https://sandboxtesco.avature.net,/talentcommunity,https://sandboxtesco.avature.net/talentcommunity,True
appletest.avature.net,https://appletest.avature.net,/careers,https://appletest.avature.net/careers,True
appletest.avature.net,https://appletest.avature.net,/jobs,https://appletest.avature.net/jobs,True
appletest.avature.net,https://appletest.avature.net,/talent,https://appletest.avature.net/talent,True
appletest.avature.net,https://appletest.avature.net,/recruiting,https://appletest.avature.net/recruiting,True
appletest.avature.net,https://appletest.avature.net,/talentcommunity,https://appletest.avature.net/talentcommunity,True
cs-cdn.avature.net,https://cs-cdn.avature.net,/careers,https://cs-cdn.avature.net/careers,True
cs-cdn.avature.net,https://cs-cdn.avature.net,/jobs,https://cs-cdn.avature.net/jobs,True
cs-cdn.avature.net,https://cs-cdn.avature.net,/talent,https://cs-cdn.avature.net/talent,True
cs-cdn.avature.net,https://cs-cdn.avature.net,/recruiting,https://cs-cdn.avature.net/recruiting,True
cs-cdn.avature.net,https://cs-cdn.avature.net,/talentcommunity,https://cs-cdn.avature.net/talentcommunity,True
uatciti.avature.net,https://uatciti.avature.net,/careers,https://uatciti.avature.net/careers,True
uatciti.avature.net,https://uatciti.avature.net,/jobs,https://uatciti.avature.net/jobs,True
uatciti.avature.net,https://uatciti.avature.net,/talent,https://uatciti.avature.net/talent,True
uatciti.avature.net,https://uatciti.avature.net,/recruiting,https://uatciti.avature.net/recruiting,True
uatciti.avature.net,https://uatciti.avature.net,/talentcommunity,https://uatciti.avature.net/talentcommunity,True
nuffield-clientcertificate.avature.net,https://nuffield-clientcertificate.avature.net,/careers,https://nuffield-clientcertificate.avature.net/careers,True
nuffield-clientcertificate.avature.net,https://nuffield-clientcertificate.avature.net,/jobs,https://nuffield-clientcertificate.avature.net/jobs,True
nuffield-clientcertificate.avature.net,https://nuffield-clientcertificate.avature.net,/talent,https://nuffield-clientcertificate.avature.net/talent,True
nuffield-clientcertificate.avature.net,https://nuffield-clientcertificate.avature.net,/recruiting,https://nuffield-clientcertificate.avature.net/recruiting,True
nuffield-clientcertificate.avature.net,https://nuffield-clientcertificate.avature.net,/talentcommunity,https://nuffield-clientcertificate.avature.net/talentcommunity,True
smtp4.avature.net,https://smtp4.avature.net,/careers,https://smtp4.avature.net/careers,True
smtp4.avature.net,https://smtp4.avature.net,/jobs,https://smtp4.avature.net/jobs,True
smtp4.avature.net,https://smtp4.avature.net,/talent,https://smtp4.avature.net/talent,True
smtp4.avature.net,https://smtp4.avature.net,/recruiting,https://smtp4.avature.net/recruiting,True
smtp4.avature.net,https://smtp4.avature.net,/talentcommunity,https://smtp4.avature.net/talentcommunity,True
smtp2.avature.net,https://smtp2.avature.net,/careers,https://smtp2.avature.net/careers,True
smtp2.avature.net,https://smtp2.avature.net,/jobs,https://smtp2.avature.net/jobs,True
smtp2.avature.net,https://smtp2.avature.net,/talent,https://smtp2.avature.net/talent,True
smtp2.avature.net,https://smtp2.avature.net,/recruiting,https://smtp2.avature.net/recruiting,True
smtp2.avature.net,https://smtp2.avature.net,/talentcommunity,https://smtp2.avature.net/talentcommunity,True
citi-sso.avature.net,https://citi-sso.avature.net,/careers,https://citi-sso.avature.net/careers,True
citi-sso.avature.net,https://citi-sso.avature.net,/jobs,https://citi-sso.avature.net/jobs,True
citi-sso.avature.net,https://citi-sso.avature.net,/talent,https://citi-sso.avature.net/talent,True
citi-sso.avature.net,https://citi-sso.avature.net,/recruiting,https://citi-sso.avature.net/recruiting,True
citi-sso.avature.net,https://citi-sso.avature.net,/talentcommunity,https://citi-sso.avature.net/talentcommunity,True
smtp3.avature.net,https://smtp3.avature.net,/careers,https://smtp3.avature.net/careers,True
smtp3.avature.net,https://smtp3.avature.net,/jobs,https://smtp3.avature.net/jobs,True
smtp3.avature.net,https://smtp3.avature.net,/talent,https://smtp3.avature.net/talent,True
smtp3.avature.net,https://smtp3.avature.net,/recruiting,https://smtp3.avature.net/recruiting,True
smtp3.avature.net,https://smtp3.avature.net,/talentcommunity,https://smtp3.avature.net/talentcommunity,True
mobiletrust.avature.net,https://mobiletrust.avature.net,/careers,https://mobiletrust.avature.net/careers,True
mobiletrust.avature.net,https://mobiletrust.avature.net,/jobs,https://mobiletrust.avature.net/jobs,True
mobiletrust.avature.net,https://mobiletrust.avature.net,/talent,https://mobiletrust.avature.net/talent,True
mobiletrust.avature.net,https://mobiletrust.avature.net,/recruiting,https://mobiletrust.avature.net/recruiting,True
mobiletrust.avature.net,https://mobiletrust.avature.net,/talentcommunity,https://mobiletrust.avature.net/talentcommunity,True
citiolf-qa.avature.net,https://citiolf-qa.avature.net,/careers,https://citiolf-qa.avature.net/careers,True
citiolf-qa.avature.net,https://citiolf-qa.avature.net,/jobs,https://citiolf-qa.avature.net/jobs,True
citiolf-qa.avature.net,https://citiolf-qa.avature.net,/talent,https://citiolf-qa.avature.net/talent,True
citiolf-qa.avature.net,https://citiolf-qa.avature.net,/recruiting,https://citiolf-qa.avature.net/recruiting,True
citiolf-qa.avature.net,https://citiolf-qa.avature.net,/talentcommunity,https://citiolf-qa.avature.net/talentcommunity,True
uatbhp-clientcertificate.avature.net,https://uatbhp-clientcertificate.avature.net,/careers,https://uatbhp-clientcertificate.avature.net/careers,True
uatbhp-clientcertificate.avature.net,https://uatbhp-clientcertificate.avature.net,/jobs,https://uatbhp-clientcertificate.avature.net/jobs,True
uatbhp-clientcertificate.avature.net,https://uatbhp-clientcertificate.avature.net,/talent,https://uatbhp-clientcertificate.avature.net/talent,True
uatbhp-clientcertificate.avature.net,https://uatbhp-clientcertificate.avature.net,/recruiting,https://uatbhp-clientcertificate.avature.net/recruiting,True
uatbhp-clientcertificate.avature.net,https://uatbhp-clientcertificate.avature.net,/talentcommunity,https://uatbhp-clientcertificate.avature.net/talentcommunity,True
smtp.avature.net,https://smtp.avature.net,/careers,https://smtp.avature.net/careers,True
smtp.avature.net,https://smtp.avature.net,/jobs,https://smtp.avature.net/jobs,True
smtp.avature.net,https://smtp.avature.net,/talent,https://smtp.avature.net/talent,True
smtp.avature.net,https://smtp.avature.net,/recruiting,https://smtp.avature.net/recruiting,True
smtp.avature.net,https://smtp.avature.net,/talentcommunity,https://smtp.avature.net/talentcommunity,True
bhp-clientcertificate.avature.net,https://bhp-clientcertificate.avature.net,/careers,https://bhp-clientcertificate.avature.net/careers,True
bhp-clientcertificate.avature.net,https://bhp-clientcertificate.avature.net,/jobs,https://bhp-clientcertificate.avature.net/jobs,True
bhp-clientcertificate.avature.net,https://bhp-clientcertificate.avature.net,/talent,https://bhp-clientcertificate.avature.net/talent,True
bhp-clientcertificate.avature.net,https://bhp-clientcertificate.avature.net,/recruiting,https://bhp-clientcertificate.avature.net/recruiting,True
bhp-clientcertificate.avature.net,https://bhp-clientcertificate.avature.net,/talentcommunity,https://bhp-clientcertificate.avature.net/talentcommunity,True
sandbox2bhp-clientcertificate.avature.net,https://sandbox2bhp-clientcertificate.avature.net,/careers,https://sandbox2bhp-clientcertificate.avature.net/careers,True
sandbox2bhp-clientcertificate.avature.net,https://sandbox2bhp-clientcertificate.avature.net,/jobs,https://sandbox2bhp-clientcertificate.avature.net/jobs,True
sandbox2bhp-clientcertificate.avature.net,https://sandbox2bhp-clientcertificate.avature.net,/talent,https://sandbox2bhp-clientcertificate.avature.net/talent,True
sandbox2bhp-clientcertificate.avature.net,https://sandbox2bhp-clientcertificate.avature.net,/recruiting,https://sandbox2bhp-clientcertificate.avature.net/recruiting,True
sandbox2bhp-clientcertificate.avature.net,https://sandbox2bhp-clientcertificate.avature.net,/talentcommunity,https://sandbox2bhp-clientcertificate.avature.net/talentcommunity,True
mail.avature.net,https://mail.avature.net,/careers,https://mail.avature.net/careers,True
mail.avature.net,https://mail.avature.net,/jobs,https://mail.avature.net/jobs,True
mail.avature.net,https://mail.avature.net,/talent,https://mail.avature.net/talent,True
mail.avature.net,https://mail.avature.net,/recruiting,https://mail.avature.net/recruiting,True
mail.avature.net,https://mail.avature.net,/talentcommunity,https://mail.avature.net/talentcommunity,True
appleeu.avature.net,https://appleeu.avature.net,/careers,https://appleeu.avature.net/careers,True
appleeu.avature.net,https://appleeu.avature.net,/jobs,https://appleeu.avature.net/jobs,True
appleeu.avature.net,https://appleeu.avature.net,/talent,https://appleeu.avature.net/talent,True
appleeu.avature.net,https://appleeu.avature.net,/recruiting,https://appleeu.avature.net/recruiting,True
appleeu.avature.net,https://appleeu.avature.net,/talentcommunity,https://appleeu.avature.net/talentcommunity,True
citi-clientcertificate.avature.net,https://citi-clientcertificate.avature.net,/careers,https://citi-clientcertificate.avature.net/careers,True
citi-clientcertificate.avature.net,https://citi-clientcertificate.avature.net,/jobs,https://citi-clientcertificate.avature.net/jobs,True
citi-clientcertificate.avature.net,https://citi-clientcertificate.avature.net,/talent,https://citi-clientcertificate.avature.net/talent,True
citi-clientcertificate.avature.net,https://citi-clientcertificate.avature.net,/recruiting,https://citi-clientcertificate.avature.net/recruiting,True
citi-clientcertificate.avature.net,https://citi-clientcertificate.avature.net,/talentcommunity,https://citi-clientcertificate.avature.net/talentcommunity,True
sandboxbac.avature.net,https://sandboxbac.avature.net,/careers,https://sandboxbac.avature.net/careers,True
sandboxbac.avature.net,https://sandboxbac.avature.net,/jobs,https://sandboxbac.avature.net/jobs,True
sandboxbac.avature.net,https://sandboxbac.avature.net,/talent,https://sandboxbac.avature.net/talent,True
sandboxbac.avature.net,https://sandboxbac.avature.net,/recruiting,https://sandboxbac.avature.net/recruiting,True
sandboxbac.avature.net,https://sandboxbac.avature.net,/talentcommunity,https://sandboxbac.avature.net/talentcommunity,True
baml.avature.net,https://baml.avature.net,/careers,https://baml.avature.net/careers,True
baml.avature.net,https://baml.avature.net,/jobs,https://baml.avature.net/jobs,True
baml.avature.net,https://baml.avature.net,/talent,https://baml.avature.net/talent,True
baml.avature.net,https://baml.avature.net,/recruiting,https://baml.avature.net/recruiting,True
baml.avature.net,https://baml.avature.net,/talentcommunity,https://baml.avature.net/talentcommunity,True
pentestapple.avature.net,https://pentestapple.avature.net,/careers,https://pentestapple.avature.net/careers,True
pentestapple.avature.net,https://pentestapple.avature.net,/jobs,https://pentestapple.avature.net/jobs,True
pentestapple.avature.net,https://pentestapple.avature.net,/talent,https://pentestapple.avature.net/talent,True
pentestapple.avature.net,https://pentestapple.avature.net,/recruiting,https://pentestapple.avature.net/recruiting,True
pentestapple.avature.net,https://pentestapple.avature.net,/talentcommunity,https://pentestapple.avature.net/talentcommunity,True
pentestciti.avature.net,https://pentestciti.avature.net,/careers,https://pentestciti.avature.net/careers,True
pentestciti.avature.net,https://pentestciti.avature.net,/jobs,https://pentestciti.avature.net/jobs,True
pentestciti.avature.net,https://pentestciti.avature.net,/talent,https://pentestciti.avature.net/talent,True
pentestciti.avature.net,https://pentestciti.avature.net,/recruiting,https://pentestciti.avature.net/recruiting,True
pentestciti.avature.net,https://pentestciti.avature.net,/talentcommunity,https://pentestciti.avature.net/talentcommunity,True
schneider.avature.net,https://schneider.avature.net,/careers,https://schneider.avature.net/careers,True
schneider.avature.net,https://schneider.avature.net,/jobs,https://schneider.avature.net/jobs,True
schneider.avature.net,https://schneider.avature.net,/talent,https://schneider.avature.net/talent,True
schneider.avature.net,https://schneider.avature.net,/recruiting,https://schneider.avature.net/recruiting,True
boozallen.avature.net,https://boozallen.avature.net,/careers,https://boozallen.avature.net/careers,True
boozallen.avature.net,https://boozallen.avature.net,/jobs,https://boozallen.avature.net/jobs,True
boozallen.avature.net,https://boozallen.avature.net,/talent,https://boozallen.avature.net/talent,True
boozallen.avature.net,https://boozallen.avature.net,/recruiting,https://boozallen.avature.net/recruiting,True
